free,0.040918880114860015
entry,0.00466618808327351
in,0.15344580043072506
2,0.08129935391241924
a,0.2546661880832735
wkly,0.002512562814070352
comp,0.0017946877243359654
to,0.39949748743718594
win,0.012203876525484566
fa,0.0007178750897343862
cup,0.0014357501794687725
final,0.003230437903804738
tkts,0.0007178750897343862
21st,0.0005384063173007897
may,0.0077171572146446515
2005.,0.0005384063173007897
text,0.031407035175879394
87121,0.0007178750897343862
receive,0.006640344580043073
question(std,0.0003589375448671931
txt,0.026740847092605886
rate)t&c's,0.0003589375448671931
apply,0.0030509691313711416
08452810075over18's,0.0003589375448671931
freemsg,0.0010768126346015793
hey,0.014716439339554917
there,0.024228284278535534
darling,0.0008973438621679827
it's,0.01722900215362527
been,0.02297200287150036
3,0.009152907394113424
week's,0.0007178750897343862
now,0.04432878679109835
and,0.17354630294328788
no,0.04612347451543432
word,0.003948312993539124
back!,0.0003589375448671931
i'd,0.0021536252692031586
like,0.04199569274946159
some,0.021177315147164394
fun,0.004127781765972721
you,0.3440416367552046
up,0.047020818377602296
for,0.1250897343862168
it,0.0834529791816224
still?,0.0003589375448671931
tb,0.0005384063173007897
ok!,0.0003589375448671931
xxx,0.004307250538406317
std,0.0003589375448671931
chgs,0.00017946877243359656
"send,",0.0003589375448671931
å£1.50,0.0030509691313711416
rcv,0.0003589375448671931
winner!!,0.0003589375448671931
as,0.03158650394831299
valued,0.001974156496769562
network,0.004486719310839914
customer,0.008793969849246231
have,0.10193826274228285
selected,0.004845656855707107
receivea,0.0003589375448671931
å£900,0.001256281407035176
prize,0.0104091888011486
reward!,0.0005384063173007897
claim,0.019023689877961235
call,0.09996410624551329
09061701461.,0.0003589375448671931
code,0.002871500358937545
kl341.,0.0003589375448671931
valid,0.004127781765972721
12,0.0014357501794687725
hours,0.0030509691313711416
only.,0.0026920315865039484
had,0.017946877243359655
your,0.12132089016511127
mobile,0.022254127781765973
11,0.001256281407035176
months,0.001256281407035176
or,0.07430007178750897
more?,0.0005384063173007897
u,0.17785355348169418
r,0.027458722182340273
entitled,0.0014357501794687725
update,0.003948312993539124
the,0.23636037329504667
latest,0.006640344580043073
colour,0.0037688442211055275
mobiles,0.0017946877243359654
with,0.0676597272074659
camera,0.005025125628140704
free!,0.003589375448671931
co,0.0008973438621679827
on,0.09332376166547021
08002986030,0.0003589375448671931
six,0.0007178750897343862
chances,0.0003589375448671931
cash!,0.0003589375448671931
from,0.04971284996410624
100,0.002871500358937545
"20,000",0.0003589375448671931
pounds,0.0034099066762383347
txt>,0.0003589375448671931
csh11,0.0003589375448671931
send,0.03338119167264896
87575.,0.0007178750897343862
cost,0.005025125628140704
"150p/day,",0.0003589375448671931
"6days,",0.0003589375448671931
16+,0.003948312993539124
tsandcs,0.0003589375448671931
reply,0.02279253409906676
hl,0.0010768126346015793
4,0.044687724335965545
info,0.0014357501794687725
urgent!,0.007537688442211055
won,0.01148600143575018
1,0.01148600143575018
week,0.01256281407035176
membership,0.0005384063173007897
our,0.025484565685570712
"å£100,000",0.0003589375448671931
jackpot!,0.0003589375448671931
word:,0.001615218951902369
no:,0.0030509691313711416
81010,0.0003589375448671931
t&c,0.002333094041636755
www.dbuk.net,0.0003589375448671931
lccltd,0.0003589375448671931
pobox,0.002871500358937545
4403ldnw1a7rw18,0.0003589375448671931
xxxmobilemovieclub:,0.00017946877243359656
use,0.007358219669777458
"credit,",0.00017946877243359656
click,0.001256281407035176
wap,0.001256281407035176
